,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
792,1,120666,Chronic Cholecystitis,colecistitis crÃ_nica,chronische cholecystitis,_¥Ñ€_____¸Ñ‡_µÑÅ_º_¸__ Ñ…___»_µÑ†_¸ÑÅÑ‚_¸Ñ‚,,,,,,,,,,,,,
793,1,125992,Squamous Cell Carcinoma of Buccal Mucosa,carcinoma de cÃ©lulas escamosas de la mucosa yugal,spinocellulair carcinoom van het wangslijmvlies,,,,,,,,,,,,,,
794,1,129425,Posterior Subcapsular Cataract,catarata subcapsular posterior,,,,,,,,,,,,,,,
795,1,136732,Internal Duodenal Fistula,fÃ_stula duodenal interna,,,,,,,,,,,,,,,
796,1,143200,Crohn's Disease of Small and Large Intestines,enfermedad de Crohn del intestino delgado y grueso,,,,,,,,,,,,,,,
797,1,149546,Acute Recurrent Pancreatitis,pancreatitis recurrente aguda,,,,,,,,,,,,,,,
798,1,158699,right hemiplegia,,,,,,,,,,,,,,,,
799,1,199,Helminthiasis,infecciÃ_n por helmintos,Helminth Infection,Worms NOS,"WORMS, INTESTINAL",Worms,HELMINTHIASE,helminthiasis,,,,,,,,,
800,1,999,"RESPIRATORY TRACT INFECTION, NOS",RTI,,,,,,,,,,,,,,,
801,1,5671,CHILD3 TC TX WEEKS,,,,,,,,,,,,,,,,
802,1,112207,Acute Traumatic Puncture of Tympanic Membrane,herida abierta no complicada del tÃ_mpano,,,,,,,,,,,,,,,
803,1,114044,Poisoning by Agent Primarily Affecting the Gastrointestinal System,intoxicaciÃ_n por droga del sistema gastrointestinal,,,,,,,,,,,,,,,
804,1,118862,Diverticulitis of Colon,diverticulitis de colon,diverticulitis van het colon,,,,,,,,,,,,,,
805,1,121375,Asthma,Asthme,ASTHMA,Asima,ugonjwa wa pumu,asma,Hen suyá»…n,Suyá»…n,Opresyon,,,,,,,,
806,1,127418,Rheumatoid Arteritis,arteritis reumatoide,,,,,,,,,,,,,,,
807,1,133111,Neuroendocrine Carcinoma,carcinoma neuroendocrino,Ung thÆ° biá»ƒu mÃ´ tháº§n kinh ná»™i tiáº¿t,,,,,,,,,,,,,,
808,1,139579,Gastrointestinal Obstruction,obstrucciÃ_n gastrointestinal,gastrointestinale obstructie,,,,,,,,,,,,,,
809,1,33334293,GB+,,,,,,,,,,,,,,,,
810,1,33334338,Crohn's Disease,,,,,,,,,,,,,,,,
811,1,33334400,Stomach Leiomyoma,,,,,,,,,,,,,,,,
812,1,117,CONJUNCTIVITIS,enfermedad del ojo rosa,PINK EYE,,,,,,,,,,,,,,
813,1,850,ALP,,,,,,,,,,,,,,,,
814,1,110341,Gonorrhea Contact,contacto con gonorrea,,,,,,,,,,,,,,,
815,1,112851,Specific Nonpsychotic Mental Disorders due to Organic Brain Damage,trastornos mentales no psicÃ_ticos especÃ_ficos luego de lesiÃ_n cerebral orgÃ¡nica,,,,,,,,,,,,,,,
816,1,115101,"Obstetrical Blood-Clot Embolism, Postpartum",embolia pulmonar por coÃ¡gulo sanguÃ_neo de origen obstÃ©trico con complicaciÃ_n posnatal,,,,,,,,,,,,,,,
817,1,123811,"Undetermined Manner of Death, Accidental Means Suspected","tipo de muerte no determinada, con sospecha de medios accidentales",,,,,,,,,,,,,,,
818,1,127941,Radiation Injury,efectos de la radiaciÃ_n,stralingsletsel,,,,,,,,,,,,,,
819,1,141776,Dream Anxiety Disorder,crisis de ansiedad del sueÃ±o,,,,,,,,,,,,,,,
820,1,156460,gastric anastomotic leak,,,,,,,,,,,,,,,,
821,1,162395,Bag,Bag(s),,,,,,,,,,,,,,,
822,1,33334018,Urine R/E,Urine Routine Examination,,,,,,,,,,,,,,,
823,1,33334058,TEP/TAPP Left,,,,,,,,,,,,,,,,
824,1,33334139,Wide & Short (Cystic duct),,,,,,,,,,,,,,,,
825,1,34,"MALARIA, SEVERE",,,,,,,,,,,,,,,,
826,1,152,Dysentery,disenterÃ_a,Dysenterie,,,,,,,,,,,,,,
827,1,441,CLEAN AND DRESSING,WOUND DRESSING,,,,,,,,,,,,,,,
828,1,1643,RAPID TEST FOR MALARIA,RDT Malaria,TEST RAPIDE MALARIA,Kipimo cha haraka cha malaria (MRDT),tÃ¨s RAPID pou malarya,,,,,,,,,,,,
829,1,110094,Skin Tear,desgarro traumÃ¡tico de piel,,,,,,,,,,,,,,,
830,1,113381,Red Blood Cell Disorder,trastorno de los eritrocitos,,,,,,,,,,,,,,,
831,1,117905,GASTRIC ULCER,Ãºlcera gÃ¡strica,UlcÃ¨re de l'estomac,LoÃ©t dáº¡ dÃ y,,,,,,,,,,,,,
832,1,120700,"Chondrocalcinosis due to Dicalcium Phosphate Crystals, Other Specified Sites",condrocalcinosis por cristales de fosfato dicÃ¡lcico,,,,,,,,,,,,,,,
833,1,126162,Splenic Abscess,absceso esplÃ©nico,miltabces,,,,,,,,,,,,,,
834,1,129501,Popping Sensation in Ear,sensaciÃ_n de vacÃ_o en el oÃ_do,,,,,,,,,,,,,,,
835,1,137155,Inguinal Lymphadenopathy,linfadenopatÃ_a inguinal,inguinale adenopathie,,,,,,,,,,,,,,
836,1,143556,Contact Dermatitis due to Dye,dermatitis de contacto por tinturas,contactdermatitis door kleurstoffen,,,,,,,,,,,,,,
837,1,162987,Blood bank,Blood bank service,,,,,,,,,,,,,,,
838,1,33334283,Sleeve History,,,,,,,,,,,,,,,,
839,1,63,MEASLES,sarampiÃ_n,mazelen,,,,,,,,,,,,,,
840,1,202,RHEUMATOID ARTHRITIS,artritis reumatoide,ARTHRITIS RHEUMATOID,,,,,,,,,,,,,,
841,1,5020,HIV STAGING - HSV STOMATITIS,,,,,,,,,,,,,,,,
842,1,5695,RESULT,,,,,,,,,,,,,,,,
843,1,112237,Brain Injury,lesiÃ_n cerebral traumÃ¡tica Y/O no traumÃ¡tica,Brain cháº¥n thÆ°Æ¡ng,,,,,,,,,,,,,,
844,1,114112,Blood Platelet Disorder,trastorno de las plaquetas,,,,,,,,,,,,,,,
845,1,116347,Lennox-Gastaut Syndrome with Tonic Seizures,sÃ_ndrome de Lennox-Gastaut,,,,,,,,,,,,,,,
846,1,121387,ASSAULT,ataque fÃ_sico,,,,,,,,,,,,,,,
847,1,127488,Retroperitoneal Sarcoma,sarcoma retroperitoneal,,,,,,,,,,,,,,,
848,1,139662,Gallstone Ileus,Ã_leo biliar,galsteen ileus,"_˜_»_µÑƒÑÅ, __Ñ‹_·___°____Ñ‹__ _¶_µ_»Ñ‡__Ñ‹__ _º_°_____µ__",,,,,,,,,,,,,
849,1,146238,Carcinoma of Hepatic Flexure,carcinoma de Ã¡ngulo hepÃ¡tico,,,,,,,,,,,,,,,
850,1,162132,Patient condition poor,,,,,,,,,,,,,,,,
851,1,33334295,Fixation,,,,,,,,,,,,,,,,
852,1,33334339,Diarrhoea,,,,,,,,,,,,,,,,
853,1,161054000,Laparoscopic Cholecystectomy,,,,,,,,,,,,,,,,
854,1,3,ANEMIA,anemia,ANAEMIA,ANEMIA NOS,anemie,,,,,,,,,,,,
855,1,304,Stool exam,EXAMEN DES SELLES,Kupima haja kubwa/kinyesi,Stool microscopy,Stool microscopy without concentration,Fecalysis,egzamen poupou,,,,,,,,,,
856,1,5978,Nausea,NAUSÃ‰E,_¢___¨_ù___¢_ê,,,,,,,,,,,,,,
857,1,110343,Acute Hyperventilation,alcalosis respiratoria aguda,TÄƒng thÃ´ng khÃ_ cáº¥p tÃ_nh,,,,,,,,,,,,,,
858,1,112860,Spastic Hemiplegia,hemiplejÃ_a espÃ¡stica,spastische hemiplegie,_¡_¿_°ÑÅÑ‚_¸Ñ‡_µÑÅ_º_°Ñè ___µ___¸_¿_»_µ___¸Ñè,,,,,,,,,,,,,
859,1,115102,"Obstetrical Blood-Clot Embolism, with Mention of Postpartum Complication",embolia pulmonar por coÃ¡gulo sanguÃ_neo de origen obstÃ©trico con complicaciÃ_n posnatal,,,,,,,,,,,,,,,
860,1,119703,Cyst of Ovary,quiste ovÃ¡rico,cyste van het ovarium,,,,,,,,,,,,,,
861,1,148494,Aptyalism,xerostomÃ_a,,,,,,,,,,,,,,,
862,1,160282,Despierto,Awake,Conscious,Ã‰veillÃ©,Leve,,,,,,,,,,,,
863,1,33334023,Sputum Culture and Sensitivity,Sputum C/S,,,,,,,,,,,,,,,
864,1,33334059,TEP/TAPP Mesh,,,,,,,,,,,,,,,,
865,1,33334309,Anastomotic Bleed,,,,,,,,,,,,,,,,
866,1,35,"MALARIA, PRESUMED",,,,,,,,,,,,,,,,
867,1,155,Epilepsy,Ã‰pilepsie,KIFAFA,epilepsia,Epileptic Seizure,epilepsie,Epilepsi,,,,,,,,,,
868,1,5478,ORDER RADIOLOGY TEST,,,,,,,,,,,,,,,,
869,1,110097,Posterior Rhinorrhea,rinorrea posnasal,,,,,,,,,,,,,,,
870,1,110509,Neonatal Intestinal Obstruction,obstrucciÃ_n intestinal perinatal,,,,,,,,,,,,,,,
871,1,113460,Quadriplegia,cuadriplejÃ_a,tetraplegie,,,,,,,,,,,,,,
872,1,115848,Megaloblastic Anemia due to Vitamin B12 Deficiency,anemia megaloblÃ¡stica por dÃ©ficit de vitamina B12,,,,,,,,,,,,,,,
873,1,117924,Calculus of Gallbladder with Acute Cholecystitis and Obstruction,cÃ¡lculo en vesÃ_cula biliar con colecistitis aguda y obstrucciÃ_n,,,,,,,,,,,,,,,
874,1,120708,Cholelithiasis without Obstruction,colelitiasis sin obstrucciÃ_n,cholelithiase,,,,,,,,,,,,,,
875,1,129569,Polycystic Ovaries,poliquistosis ovÃ¡rica,polycystische ovaria,,,,,,,,,,,,,,
876,1,137158,Ingrowing Nail with Infection,onicocriptosis con infecciÃ_n,ingroeiende nagelinfectie,,,,,,,,,,,,,,
877,1,161155,"Culture and sensitivity, blood",Blood culture and sensitivity,"Culture et la sensibilitÃ©, du sang","Kilti ak sansiblite, san",,,,,,,,,,,,,
878,1,33334074,Fixation in IPOM: Secure Straps,,,,,,,,,,,,,,,,
879,1,33334284,Snoring 1,,,,,,,,,,,,,,,,
880,1,64,MUMPS,parotiditis,bof,,,,,,,,,,,,,,
881,1,207,DEPRESSION,depresiÃ_n,DEPRESSIVE EPISODE,depressieve stoornis,,,,,,,,,,,,,
882,1,684,TRICHOMONAS,T VAGINALIS,TRICHOMONAS VAGINALIS,,,,,,,,,,,,,,
883,1,5698,PAID,,,,,,,,,,,,,,,,
884,1,110233,Hypertensive Heart and Kidney Disease without Heart Failure and with Chronic Kidney Disease Stage IV,cardiopatÃ_a y nefropatÃ_a hipertensivas,,,,,,,,,,,,,,,
885,1,112271,Transient Organic Psychosis,psicosis orgÃ¡nicas transitorias,voorbijgaande organische psychose,,,,,,,,,,,,,,
886,1,114131,Dandruff,pitiriasis simple,pityriasis simplex,,,,,,,,,,,,,,
887,1,116442,Laceration of Brain with Open Intracranial Wound,laceraciÃ_n del cerebro con herida intracraneal abierta,,,,,,,,,,,,,,,
888,1,127489,Retroperitoneal Mass,masa de estructura retroperitoneal,retroperitoneale massa,,,,,,,,,,,,,,
889,1,133562,Myocarditis due to Drug,miocarditis medicamentosa,,,,,,,,,,,,,,,
890,1,139778,Fuchs' Adenoma,adenoma de Fuchs,,,,,,,,,,,,,,,
891,1,146411,Carcinoma Common Bile Duct,carcinoma de colÃ©doco,,,,,,,,,,,,,,,
892,1,152736,Left Inguinal Hernia,,,,,,,,,,,,,,,,
893,1,159684,mother-in-law,sand,earth,,,,,,,,,,,,,,
894,1,162222,Patient characteristics at start of antiretroviral therapy,Pt characteristics at start of ARV,,,,,,,,,,,,,,,
895,1,121,Myalgia,Myalgie,_œ_¸_°_»___¸Ñè,Myalji,,,,,,,,,,,,,
896,1,856,HIV VIRAL LOAD,VIH CHARGE VIRALE,Kipimo cha kujua  wingi wa virusi  vya ukimwi mwilini,VIRAL LOAD,,,,,,,,,,,,,
897,1,5987,ABDOMINAL PAIN,,,,,,,,,,,,,,,,
898,1,110374,Abnormal Computerised Axial Tomography Scan,tomografÃ_a computarizada anormal,,,,,,,,,,,,,,,
899,1,110961,"Hernia of Other Specified Sites, with Gangrene",hernia con gangrena,,,,,,,,,,,,,,,
900,1,113022,Seromucinous Otitis Media,otitis media seromucinosa,,,,,,,,,,,,,,,
901,1,123934,TYPHOID FEVER,fiebre tifoidea,,,,,,,,,,,,,,,
902,1,135540,Lumbar Hernia,hernia lumbar,hernia lumbalis,,,,,,,,,,,,,,
903,1,142222,HTLV I,infecciÃ_n por virus linfotrÃ_pico de cÃ©lulas T humano tipo 1,,,,,,,,,,,,,,,
904,1,148499,Apraxia of Dressing,apraxia del vestir,,,,,,,,,,,,,,,
905,1,162410,"Capsule, sustained-release",Sustained-release capsule,"Capsule, extended-release",Cap SR,,,,,,,,,,,,,
906,1,33334273,Sleep Study,,,,,,,,,,,,,,,,
907,1,157,FEVER NOS,,,,,,,,,,,,,,,,
908,1,5479,ORDER RADIOLOGY TEST SPEC,,,,,,,,,,,,,,,,
909,1,110100,Bone Marrow Failure,pancitopenia,pancytopenie,,,,,,,,,,,,,,
910,1,111709,Ulcerative Proctocolitis,proctocolitis ulcerosa,ulceratieve proctocolitis,ViÃªm loÃ©t Proctocolitis,,,,,,,,,,,,,
911,1,113510,Aspiration of Blood without Respiratory Symptoms,aspiraciÃ_n de sangre,,,,,,,,,,,,,,,
912,1,115968,Malignant Neoplasm of Tonsil,tumor maligno de las amÃ_gdalas,maligne neoplasma van de tonsillen,,,,,,,,,,,,,,
913,1,117926,Cholelithiasis and Acute Cholecystitis without Obstruction,cÃ¡lculo biliar con colecistitis aguda y sin obstrucciÃ_n,,,,,,,,,,,,,,,
914,1,120717,Cholelithiasis and Cholecystitis with Obstruction,colelitiasis Y colecistitis con obstrucciÃ_n,,,,,,,,,,,,,,,
915,1,130321,Peutz-Jeghers Syndrome,sÃ_ndrome de Peutz - Jeghers,syndroom van Peutz-Jeghers,,,,,,,,,,,,,,
916,1,144455,Complication of Internal Anastomosis and Bypass of Urinary Tract Including that Involving Intestinal Tract,"complicaciÃ_n de la anastomosis interna Y/O de la derivaciÃ_n del tracto urinario, incluida aquella que compromete al tracto intestinal",,,,,,,,,,,,,,,
917,1,149636,Acute Necrosis of Pancreas,necrosis aguda del pÃ¡ncreas,,,,,,,,,,,,,,,
918,1,33334386,Portal Hypertension Cirrhosis,,,,,,,,,,,,,,,,
919,1,67,INTESTINAL WORMS,helmintiasis intestinal,,,,,,,,,,,,,,,
920,1,1323,HEPATITIS C TEST (OD) - QUANTITATIVE,HEP C TEST (OD) - QUANT,,,,,,,,,,,,,,,
921,1,5040,"HIV STAGING - LYMPHOMA, BRAIN","lymphoma, brain",primary cns lymphoma,Linfoma cerebral,PHASE VIH - lymphome du cerveau,Estad VIH - lemfom sevo,,,,,,,,,,,
922,1,5820,CURRENT MEDS,,,,,,,,,,,,,,,,
923,1,110234,Hypertensive Heart and Kidney Disease without Heart Failure and with Chronic Kidney Disease Stage III,cardiopatÃ_a y nefropatÃ_a hipertensivas,,,,,,,,,,,,,,,
924,1,116454,"Cerebellar or Brain Stem Laceration with Open Intracranial Wound, no Loss of Consciousness","laceraciÃ_n del rombencÃ©falo con herida intracraneal abierta, sin pÃ©rdida de la consciencia",,,,,,,,,,,,,,,
925,1,121689,ALLERGY,alergia,,,,,,,,,,,,,,,
926,1,127625,Resting Tremor,temblor durante el descanso,rusttremor,,,,,,,,,,,,,,
927,1,133614,Fibromatosis,fibromatosis musculoesquelÃ©tica,,,,,,,,,,,,,,,
928,1,140066,Flat Chest,tÃ_rax plano,,,,,,,,,,,,,,,
929,1,146602,Ca Cervix - Screening Done,cÃ¡ncer de cuello uterino - cribado realizado,,,,,,,,,,,,,,,
930,1,152747,Perforated Diverticulum of Large Intestine,divertÃ_culo perforado de intestino grueso,dikke darmdivertikel met perforatie,,,,,,,,,,,,,,
931,1,159756,sand,earth,mud,,,,,,,,,,,,,,
932,1,162244,Every hour,q1h,hourly,,,,,,,,,,,,,,
933,1,33334050,GB: Thin Walled,,,,,,,,,,,,,,,,
934,1,128,"Wound, deep",herida abierta,Deep wound,OPEN WOUND,Open Wound(s),"WOUND, PRICK",,,,,,,,,,,
935,1,1460,AIDS meningoencephalitis,ENCÃ‰PHALOPATHIE PRÃ‰SUMÃ‰E DUE AU VIH,magonjwa ya mfumo wa fahamu kueokana na upungufu wa kinga mwilini,Human immunodefiency virus encephalitis,,,,,,,,,,,,,
936,1,110389,Need for Prophylactic Vaccination Against Hepatitis a,vacuna anti-hepatitis A,,,,,,,,,,,,,,,
937,1,113051,Suicide and Self-Inflicted Poisoning by Gases and Vapors,autointoxicaciÃ_n por gas,,,,,,,,,,,,,,,
938,1,115153,Hemoperitoneum (Nontraumatic),hemoperitoneo atraumÃ¡tico,niet-traumatisch hemoperitoneum,HÃ©mopÃ©ritoine (nontraumatique),,,,,,,,,,,,,
939,1,120032,Congenital Anomaly of Thoracic Cage,anomalÃ_a congÃ©nita de la caja torÃ¡cica,,,,,,,,,,,,,,,
940,1,124774,Haemorrhoids Thrombosed,hemorroides trombosadas,getromboseerde hemorroÃ¯den,,,,,,,,,,,,,,
941,1,135641,Lofgrens Syndrome,sÃ_ndrome de Lofgrens,,,,,,,,,,,,,,,
942,1,148576,Antiphospholipid Syndrome,sÃ_ndrome antifosfolÃ_pido,antifosfolipidesyndroom,,,,,,,,,,,,,,
943,1,33334229,USG Comment,,,,,,,,,,,,,,,,
944,1,37,MENSTRUAL DYSFUNCTION,DISFONCTIONEMENT MENSTRUEL,,,,,,,,,,,,,,,
945,1,172,GASTRITIS,gastritis,,,,,,,,,,,,,,,
946,1,1216,HIV STAGING - NONRESPONSIVE HERPES SIMPLEX VIRUS,HIV STAGING - NONRESPONSIVE HSV,nonresponsive herpes simplex virus,,,,,,,,,,,,,,
947,1,5502,TB FURTHER WORK UP,,,,,,,,,,,,,,,,
948,1,113563,Aldosteronism with Hyperplasia of the Adrenal Cortex,hiperaldosteronismo pseudoprimario,,,,,,,,,,,,,,,
949,1,118070,Forgetfulness,olvidos frecuentes,,,,,,,,,,,,,,,
950,1,137471,Infection by Cunninghamella,infecciÃ_n por Cunninghamella,,,,,,,,,,,,,,,
951,1,149906,Acute Appendicitis,apendicitis aguda,acute appendicitis,Appendicite aiguÃ«,,,,,,,,,,,,,
952,1,159426,Nightmares,bad dreams,____Ñ‡__Ñ‹_µ _º__Ñˆ___°Ñ€Ñ‹,____Ñˆ___°Ñ€Ñ‹,,,,,,,,,,,,,
953,1,33334077,Sleeve Gastrectomy,,,,,,,,,,,,,,,,
954,1,214,ROAD TRAFFIC ACCIDENT,acidosis tubular renal,RTA,,,,,,,,,,,,,,
955,1,5835,STREPTOMYCIN CURRENT,,,,,,,,,,,,,,,,
956,1,110237,Malignant Hypertensive Kidney Disease without Chronic Kidney Disease,nefropatÃ_a hipertensiva maligna,,,,,,,,,,,,,,,
957,1,112395,DVT Femoral  (Deep Venous Thrombosis),tromboflebitis de la vena femoral profunda,,,,,,,,,,,,,,,
958,1,116500,Calculus of kidney,cÃ¡lculo renal,Nephrolithiasis,Kidney stone,Renal stone,niersteen,Lithiase renale,Calcul renal,Calculus cá»§a tháº_n,___°_____¸ _¿__Ñ‡_º_¸,,,,,,,
959,1,119209,Disorder of Menstruation/Abnormal Bleeding,,,,,,,,,,,,,,,,
960,1,121692,Allergic rhinitis,rinitis alÃ©rgica,Rhinite allergique,ViÃªm mÅ©i dá»‹ á»©ng,ViÃªm mÅ©i xoang dá»‹ á»©ng,,,,,,,,,,,,
961,1,127665,Need for Vaccination for Cholera,requiere una dosis de vacuna contra el cÃ_lera,,,,,,,,,,,,,,,
962,1,146893,Bronchial Breathing,respiraciÃ_n bronquial,Ã‚m thá»Ÿ pháº¿ quáº£n,,,,,,,,,,,,,,
963,1,152798,Gallstone Pancreatitis,pancreatitis por cÃ¡lculo biliar,,,,,,,,,,,,,,,
964,1,33334415,Splenomegaly,,,,,,,,,,,,,,,,
965,1,33334481,Site(Clinical Examination),Site,,,,,,,,,,,,,,,
966,1,1463,acute bacterial pneumonia,PNEUMONIE BACTÃ‰RIENNE AIGÃœE,Nimonia dueto bacteria,,,,,,,,,,,,,,
967,1,5334,"CANDIDIASIS, ORAL","CANDIDOSE, BUCCO-PHARYNGÃ‰E",fangasi kinywani,THRUSH,,,,,,,,,,,,,
968,1,110396,Sinus Pain,cefalea sinusal,Äêau xoang,,,,,,,,,,,,,,
969,1,113077,Hepatic Metastases,neoplasia maligna secundaria de hÃ_gado,levermetastase,Di cÄƒn gan,,,,,,,,,,,,,
970,1,115288,Parsonage-Aldren-Turner Syndrome,lesiÃ_n del plexo braquial,neuralgische amyotrofie,,,,,,,,,,,,,,
971,1,117454,Genu Recurvatum,genu recurvatum,,,,,,,,,,,,,,,
972,1,120324,Colitis,colitis inespecÃ_fica,ViÃªm Ä‘áº¡i trÃ ng,,,,,,,,,,,,,,
973,1,124999,Tender Testes,testÃ_culos dolorosos a la palpaciÃ_n,,,,,,,,,,,,,,,
974,1,142487,DHAT,dhat,,,,,,,,,,,,,,,
975,1,148650,Anorectal Stricture,estrechez anorrectal,anorectale strictuur,,,,,,,,,,,,,,
976,1,160556,No known allergies to medications,NKDA,No known drug allergies,Pas d'allergies mÃ©dicamenteuses connues,Nou pa konnen si yo gen yon alÃ¨ji dwÃ_g,,,,,,,,,,,,
977,1,33334363,Leiomyoma Stomach,,,,,,,,,,,,,,,,
978,1,174,SEXUALLY TRANSMITTED INFECTION,STI,,,,,,,,,,,,,,,
979,1,933,OPEN WOUND OF UNSPECIFIED BODY REGION,"WOUND, PIERCE",,,,,,,,,,,,,,,
980,1,1217,HIV STAGING - REFRACTORY ANEMIA,,,,,,,,,,,,,,,,
981,1,110525,Electromechanical Dissociation,disociaciÃ_n electromecÃ¡nica,,,,,,,,,,,,,,,
982,1,111725,Ulcer of Lower Limbs,Ãºlcera de la extremidad inferior,leg ulcer,ulcer of lower extremity,,,,,,,,,,,,,
983,1,113766,Bronchogenic Cancer,neoplasia maligna de bronquio,neoplasia maligna primaria de bronquio,Ung thÆ° pháº¿ quáº£n,,,,,,,,,,,,,
984,1,118302,Fecal Impaction,impactaciÃ_n fecal del recto,PhÃ¢n cá»©ng,,,,,,,,,,,,,,
985,1,126551,Short Bowel Syndrome,sÃ_ndrome del intestino corto,,,,,,,,,,,,,,,
986,1,130651,Pelvic Abscess,absceso pÃ©lvico,pelvisch abces,,,,,,,,,,,,,,
987,1,137572,INDIGESTION,indigestiÃ_n,indigestie,,,,,,,,,,,,,,
988,1,145069,Renal Cell Cancer,carcinoma de cÃ©lulas claras de riÃ±Ã_n,,,,,,,,,,,,,,,
989,1,150173,Achalasia of Esophagus,acalasia del esÃ_fago,Co tháº¯t thá»±c quáº£n,,,,,,,,,,,,,,
990,1,159432,Bednet received date,bed net received date,,,,,,,,,,,,,,,
991,1,163435,Cyanocobalamin test,TÃ¨s syanokobalamin,Cobalamine Test,TÃ¨s kobalamin,Test de vitamine B12,Vitamin B12 level test,Test de cyanocobalamine,TÃ¨s vitamin B12,Cobalamin test,,,,,,,,
992,1,33334078,Sleeve Gastrectomy: Robotic,,,,,,,,,,,,,,,,
993,1,33334388,Portal Hypertension HVOO,,,,,,,,,,,,,,,,
994,1,222,SINUSITIS,sinusitis,sinusitis,,,,,,,,,,,,,,
995,1,5839,ANTIMALARIAL MEDICATIONS,MEDICAMENTS ANTI-PALUDIQUES,Imiti ya malaria,áç€áˆ¨ á‹“áˆ¶ áˆ˜á‹µáˆ“á_’á‰µ,,,,,,,,,,,,,
996,1,110276,Donor for Lung Transplant,,,,,,,,,,,,,,,,
997,1,112426,"Third-Degree Perineal Laceration, with Delivery",desgarro perineal de tercer grado durante el parto - nacido,derde graadsscheur perineum,,,,,,,,,,,,,,
998,1,116527,Chronic Progressive External Ophthalmoplegia with Myopathy,sÃ_ndrome de Kearns - Sayre,,,,,,,,,,,,,,,
999,1,119455,Type I Diabetes Mellitus with Hyperosmolarity,"diabetes mellitus, tipo juvenil, con coma hiperosmolar",,,,,,,,,,,,,,,
1000,1,133952,Morbid Obesity,obesidad mÃ_rbida,ziekelijke obesitas BMI >= 35,Bá»‡nh bÃ©o phÃ¬ bá»‡nh hoáº¡n,,,,,,,,,,,,,
1001,1,140703,Fall Down Stairs,caÃ_da por la escalera,,,,,,,,,,,,,,,
1002,1,147056,Borderline Leprosy,lepra dimorfa,LÃ¨pre borderline,BT leprosy,BB leprosy,LÃ¨pre borderline tuberculoide,_Ÿ____Ñ€_°___¸Ñ‡___°Ñè _»_µ_¿Ñ€_°,,,,,,,,,,
1003,1,33334052,Gallbladder was Mirizzis,,,,,,,,,,,,,,,,
1004,1,33334482,Duration,,,,,,,,,,,,,,,,
1005,1,132,STY,orzuelo externo,,,,,,,,,,,,,,,
1006,1,369,ALLERGIC RHINITIS,rinitis alÃ©rgica,,,,,,,,,,,,,,,
1007,1,1467,Diarrhea for less than one month,DIARRHÃ‰E (<1 MOIS),Kipindupindu chini ya mwezi mmoja,Dyare mwens ke 1 mwa,dyare < 1 mwa,,,,,,,,,,,,
1008,1,5340,"HIV STAGING  - CANDIDIASIS, ORORESPIRATORY TRACT","CANDIDIASIS OF OSEOPHAGUS, TRACHEA AND/OR BRONCHUS",persistent oral candidiasis,"PHASE VIH - CANDIDIASIS, VOIE ORORESPIRATOIRE",,,,,,,,,,,,,
1009,1,110398,Coloboma of Eyelid,coloboma de pÃ¡rpado,coloboma van het ooglid,,,,,,,,,,,,,,
1010,1,111152,Ulcer with Gangrene,Ãºlcera de la piel,,,,,,,,,,,,,,,
1011,1,113082,Brain or Spinal Cord Cancer due to Spread from Other Site,neoplasia maligna secundaria del sistema nervioso central,,,,,,,,,,,,,,,
1012,1,115359,Neoplasm of brain,neoplasia del encÃ©falo,Tumeur du cerveau,,,,,,,,,,,,,,
1013,1,117498,"Hodgkin's Disease, of Intra-Abdominal Lymph Nodes",enfermedad de Hodgkin de los ganglios linfÃ¡ticos intrabdominales,,,,,,,,,,,,,,,
1014,1,120575,"Chronic Kidney Disease, Stage I","enfermedad renal crÃ_nica, estadio 1",,,,,,,,,,,,,,,
1015,1,125176,Symptomatic Nystagmus,nistagmo sintomÃ¡tico,,,,,,,,,,,,,,,
1016,1,129135,Primary Dysmenorrhea,dismenorrea primaria,primaire dysmenorroe,Äêau bá»¥ng kinh nguyÃªn phÃ¡t,Dysmenorhee Primaire,dismenore prime,,,,,,,,,,,
1017,1,142591,Dengue haemorrhagic fever,fiebre hemorrÃ¡gica dengue,hemorragische denguekoorts,DHF (Dengue hemorrhagic fever),FiÃ¨vre hemorragique due au virus de la dengue,"_“_µ____Ñ€Ñ€_°___¸Ñ‡_µÑÅ_º_°Ñè _»_¸Ñ…__Ñ€_°_´_º_°, __Ñ‹_·___°_____°Ñè ___¸Ñ€ÑƒÑÅ____ _´_µ_____µ",,,,,,,,,,,
1018,1,148707,Annular Pancreas,pÃ¡ncreas anular,annulaire pancreas,_____»ÑŒÑ†_µ___¸_´___°Ñè _¿___´_¶_µ_»Ñƒ_´__Ñ‡___°Ñè _¶_µ_»_µ_·_°,,,,,,,,,,,,,
1019,1,33334366,Liver cysts Simple,,,,,,,,,,,,,,,,
1020,1,42,"PNEUMONIA, TUBERCULOUS",tuberculosis activa,PTB,PULMONARY TB,TB PNEUMONIA,pulmonary tuberculosis,"mycobacterium tuberculosis, pulmonary","PNEUMONIE, TUBERCULEUSE",tuberculeuze pneumonie,"Nemoni, tibÃ¨kiloz",Poumon tibÃ¨kiloz,,,,,,
1021,1,644,KAPOSI SARCOMA ORAL,,,,,,,,,,,,,,,,
1022,1,945,CEREBRAL PALSY,parÃ¡lisis cerebral,CELEBRAL PALSY,cerebral palsy,,,,,,,,,,,,,
